state,district,month,bio_age_5_17,bio_age_17_,dataset
Telangana,Suryapet,2025-01,4511,6702,biometric
Telangana,Suryapet,2025-02,154,161,biometric
Telangana,Suryapet,2025-03,159,174,biometric
Telangana,Suryapet,2025-04,217,197,biometric
Telangana,Suryapet,2025-05,103,117,biometric
Telangana,Suryapet,2025-06,168,136,biometric
Telangana,Suryapet,2025-07,99,95,biometric
Telangana,Suryapet,2025-08,160,170,biometric
Telangana,Suryapet,2025-09,129,133,biometric
Telangana,Suryapet,2025-10,157,149,biometric
Telangana,Suryapet,2025-11,203,194,biometric
Telangana,Suryapet,2025-12,179,181,biometric
Telangana,Vikarabad,2025-01,3404,3715,biometric
Telangana,Vikarabad,2025-02,146,82,biometric
Telangana,Vikarabad,2025-03,166,115,biometric
Telangana,Vikarabad,2025-04,244,127,biometric
Telangana,Vikarabad,2025-05,61,61,biometric
Telangana,Vikarabad,2025-06,164,87,biometric
Telangana,Vikarabad,2025-07,106,48,biometric
Telangana,Vikarabad,2025-08,150,119,biometric
Telangana,Vikarabad,2025-09,113,91,biometric
Telangana,Vikarabad,2025-10,150,117,biometric
Telangana,Vikarabad,2025-11,172,94,biometric
Telangana,Vikarabad,2025-12,187,119,biometric
Telangana,Wanaparthy,2025-01,2416,3430,biometric
Telangana,Wanaparthy,2025-02,80,70,biometric
Telangana,Wanaparthy,2025-03,105,78,biometric
Telangana,Wanaparthy,2025-04,140,105,biometric
Telangana,Wanaparthy,2025-05,35,21,biometric
Telangana,Wanaparthy,2025-06,102,69,biometric
Telangana,Wanaparthy,2025-07,40,37,biometric
Telangana,Wanaparthy,2025-08,101,72,biometric
Telangana,Wanaparthy,2025-09,67,48,biometric
Telangana,Wanaparthy,2025-10,92,67,biometric
Telangana,Wanaparthy,2025-11,80,58,biometric
Telangana,Wanaparthy,2025-12,69,80,biometric
Telangana,Warangal,2025-01,29605,22968,biometric
Telangana,Warangal,2025-02,952,533,biometric
Telangana,Warangal,2025-03,849,567,biometric
Telangana,Warangal,2025-04,1311,780,biometric
Telangana,Warangal,2025-05,468,288,biometric
Telangana,Warangal,2025-06,845,521,biometric
Telangana,Warangal,2025-07,414,232,biometric
Telangana,Warangal,2025-08,743,521,biometric
Telangana,Warangal,2025-09,692,463,biometric
Telangana,Warangal,2025-10,1113,562,biometric
Telangana,Warangal,2025-11,1041,627,biometric
Telangana,Warangal,2025-12,1204,740,biometric
Telangana,Warangal (Urban),2025-03,1,0,biometric
Telangana,Warangal (Urban),2025-06,1,2,biometric
Telangana,Warangal (Urban),2025-08,0,1,biometric
Telangana,Warangal (Urban),2025-10,1,2,biometric
Telangana,Warangal (Urban),2025-12,0,1,biometric
Telangana,Warangal Rural,2025-01,1453,2033,biometric
Telangana,Warangal Rural,2025-02,100,61,biometric
Telangana,Warangal Rural,2025-03,71,77,biometric
Telangana,Warangal Rural,2025-04,109,93,biometric
Telangana,Warangal Rural,2025-05,39,34,biometric
Telangana,Warangal Rural,2025-06,90,46,biometric
Telangana,Warangal Rural,2025-07,41,31,biometric
Telangana,Warangal Rural,2025-08,70,53,biometric
Telangana,Warangal Rural,2025-09,72,47,biometric
Telangana,Warangal Rural,2025-10,84,55,biometric
Telangana,Warangal Rural,2025-11,79,48,biometric
Telangana,Warangal Rural,2025-12,122,65,biometric
Telangana,Warangal Urban,2025-01,2112,2653,biometric
Telangana,Warangal Urban,2025-02,107,38,biometric
Telangana,Warangal Urban,2025-03,87,43,biometric
Telangana,Warangal Urban,2025-04,127,71,biometric
Telangana,Warangal Urban,2025-05,71,18,biometric
Telangana,Warangal Urban,2025-06,86,44,biometric
Telangana,Warangal Urban,2025-07,31,17,biometric
Telangana,Warangal Urban,2025-08,115,62,biometric
Telangana,Warangal Urban,2025-09,69,49,biometric
Telangana,Warangal Urban,2025-10,73,41,biometric
Telangana,Warangal Urban,2025-11,100,64,biometric
Telangana,Warangal Urban,2025-12,120,62,biometric
Telangana,Yadadri.,2025-01,2599,3942,biometric
Telangana,Yadadri.,2025-02,175,81,biometric
Telangana,Yadadri.,2025-03,135,95,biometric
Telangana,Yadadri.,2025-04,207,88,biometric
Telangana,Yadadri.,2025-05,57,31,biometric
Telangana,Yadadri.,2025-06,94,49,biometric
Telangana,Yadadri.,2025-07,61,36,biometric
Telangana,Yadadri.,2025-08,126,74,biometric
Telangana,Yadadri.,2025-09,153,73,biometric
Telangana,Yadadri.,2025-10,147,63,biometric
Telangana,Yadadri.,2025-11,125,76,biometric
Telangana,Yadadri.,2025-12,222,87,biometric
Tripura,Dhalai,2025-01,16257,10433,biometric
Tripura,Dhalai,2025-02,288,175,biometric
Tripura,Dhalai,2025-03,232,156,biometric
Tripura,Dhalai,2025-04,256,193,biometric
Tripura,Dhalai,2025-05,113,97,biometric
Tripura,Dhalai,2025-06,186,162,biometric
Tripura,Dhalai,2025-07,80,80,biometric
Tripura,Dhalai,2025-08,141,109,biometric
Tripura,Dhalai,2025-09,156,112,biometric
Tripura,Dhalai,2025-10,196,157,biometric
Tripura,Dhalai,2025-11,198,139,biometric
Tripura,Dhalai,2025-12,295,168,biometric
Tripura,Dhalai *,2025-01,140,310,biometric
Tripura,Dhalai *,2025-02,5,6,biometric
Tripura,Dhalai *,2025-03,5,6,biometric
Tripura,Dhalai *,2025-04,2,11,biometric
Tripura,Dhalai *,2025-05,1,11,biometric
Tripura,Dhalai *,2025-06,3,4,biometric
Tripura,Dhalai *,2025-07,1,2,biometric
Tripura,Dhalai *,2025-08,0,6,biometric
Tripura,Dhalai *,2025-09,1,4,biometric
Tripura,Dhalai *,2025-10,3,7,biometric
Tripura,Dhalai *,2025-11,5,3,biometric
Tripura,Dhalai *,2025-12,0,8,biometric
Tripura,Gomati,2025-01,7814,2013,biometric
Tripura,Gomati,2025-02,126,31,biometric
Tripura,Gomati,2025-03,190,49,biometric
Tripura,Gomati,2025-04,216,50,biometric
Tripura,Gomati,2025-05,139,29,biometric
Tripura,Gomati,2025-06,184,42,biometric
Tripura,Gomati,2025-07,111,26,biometric
Tripura,Gomati,2025-08,144,33,biometric
Tripura,Gomati,2025-09,107,34,biometric
Tripura,Gomati,2025-10,152,36,biometric
Tripura,Gomati,2025-11,183,39,biometric
Tripura,Gomati,2025-12,323,51,biometric
Tripura,Khowai,2025-01,5021,1533,biometric
Tripura,Khowai,2025-02,127,22,biometric
Tripura,Khowai,2025-03,103,34,biometric
Tripura,Khowai,2025-04,132,32,biometric
Tripura,Khowai,2025-05,46,22,biometric
Tripura,Khowai,2025-06,64,14,biometric
Tripura,Khowai,2025-07,41,7,biometric
Tripura,Khowai,2025-08,56,26,biometric
Tripura,Khowai,2025-09,114,12,biometric
Tripura,Khowai,2025-10,117,21,biometric
Tripura,Khowai,2025-11,105,31,biometric
Tripura,Khowai,2025-12,156,25,biometric
Tripura,North Tripura,2025-01,15751,16426,biometric
Tripura,North Tripura,2025-02,338,310,biometric
Tripura,North Tripura,2025-03,412,346,biometric
Tripura,North Tripura,2025-04,436,347,biometric
Tripura,North Tripura,2025-05,245,235,biometric
Tripura,North Tripura,2025-06,238,250,biometric
Tripura,North Tripura,2025-07,196,157,biometric
Tripura,North Tripura,2025-08,204,259,biometric
Tripura,North Tripura,2025-09,279,269,biometric
Tripura,North Tripura,2025-10,282,307,biometric
Tripura,North Tripura,2025-11,403,356,biometric
Tripura,North Tripura,2025-12,454,457,biometric
Tripura,Sepahijala,2025-01,10332,4143,biometric
Tripura,Sepahijala,2025-02,240,73,biometric
Tripura,Sepahijala,2025-03,163,72,biometric
Tripura,Sepahijala,2025-04,222,89,biometric
Tripura,Sepahijala,2025-05,148,55,biometric
Tripura,Sepahijala,2025-06,139,67,biometric
Tripura,Sepahijala,2025-07,72,36,biometric
Tripura,Sepahijala,2025-08,80,70,biometric
Tripura,Sepahijala,2025-09,95,47,biometric
Tripura,Sepahijala,2025-10,111,81,biometric
Tripura,Sepahijala,2025-11,127,96,biometric
Tripura,Sepahijala,2025-12,164,101,biometric
Tripura,South Tripura,2025-01,15666,23321,biometric
Tripura,South Tripura,2025-02,361,425,biometric
Tripura,South Tripura,2025-03,350,493,biometric
Tripura,South Tripura,2025-04,391,603,biometric
Tripura,South Tripura,2025-05,284,403,biometric
Tripura,South Tripura,2025-06,288,475,biometric
Tripura,South Tripura,2025-07,189,240,biometric
Tripura,South Tripura,2025-08,230,396,biometric
Tripura,South Tripura,2025-09,197,364,biometric
Tripura,South Tripura,2025-10,258,442,biometric
Tripura,South Tripura,2025-11,320,485,biometric
Tripura,South Tripura,2025-12,380,606,biometric
Tripura,Unakoti,2025-01,9327,2613,biometric
Tripura,Unakoti,2025-02,139,68,biometric
Tripura,Unakoti,2025-03,108,66,biometric
Tripura,Unakoti,2025-04,110,62,biometric
Tripura,Unakoti,2025-05,45,32,biometric
Tripura,Unakoti,2025-06,78,47,biometric
Tripura,Unakoti,2025-07,53,30,biometric
Tripura,Unakoti,2025-08,92,55,biometric
Tripura,Unakoti,2025-09,102,51,biometric
Tripura,Unakoti,2025-10,132,48,biometric
Tripura,Unakoti,2025-11,114,65,biometric
Tripura,Unakoti,2025-12,116,58,biometric
Tripura,West Tripura,2025-01,25422,40346,biometric
Tripura,West Tripura,2025-02,477,593,biometric
Tripura,West Tripura,2025-03,569,727,biometric
Tripura,West Tripura,2025-04,597,841,biometric
Tripura,West Tripura,2025-05,491,547,biometric
Tripura,West Tripura,2025-06,500,620,biometric
Tripura,West Tripura,2025-07,216,269,biometric
Tripura,West Tripura,2025-08,282,500,biometric
Tripura,West Tripura,2025-09,344,491,biometric
Tripura,West Tripura,2025-10,393,654,biometric
Tripura,West Tripura,2025-11,432,733,biometric
Tripura,West Tripura,2025-12,548,900,biometric
Uttar Pradesh,Agra,2025-01,98226,52717,biometric
Uttar Pradesh,Agra,2025-02,2244,1357,biometric
Uttar Pradesh,Agra,2025-03,2154,1404,biometric
Uttar Pradesh,Agra,2025-04,1404,870,biometric
Uttar Pradesh,Agra,2025-05,858,555,biometric
Uttar Pradesh,Agra,2025-06,1939,1230,biometric
Uttar Pradesh,Agra,2025-07,914,708,biometric
Uttar Pradesh,Agra,2025-08,1240,945,biometric
Uttar Pradesh,Agra,2025-09,1684,1284,biometric
Uttar Pradesh,Agra,2025-10,1735,1199,biometric
Uttar Pradesh,Agra,2025-11,2380,1494,biometric
Uttar Pradesh,Agra,2025-12,2379,1391,biometric
Uttar Pradesh,Aligarh,2025-01,94513,33330,biometric
Uttar Pradesh,Aligarh,2025-02,2335,1011,biometric
Uttar Pradesh,Aligarh,2025-03,2253,1086,biometric
Uttar Pradesh,Aligarh,2025-04,1335,765,biometric
Uttar Pradesh,Aligarh,2025-05,880,550,biometric
Uttar Pradesh,Aligarh,2025-06,1760,790,biometric
Uttar Pradesh,Aligarh,2025-07,936,510,biometric
Uttar Pradesh,Aligarh,2025-08,878,442,biometric
Uttar Pradesh,Aligarh,2025-09,1865,964,biometric
Uttar Pradesh,Aligarh,2025-10,1918,902,biometric
Uttar Pradesh,Aligarh,2025-11,2284,1100,biometric
Uttar Pradesh,Aligarh,2025-12,2435,1012,biometric
Uttar Pradesh,Allahabad,2025-01,120827,48205,biometric
Uttar Pradesh,Allahabad,2025-02,2840,1572,biometric
Uttar Pradesh,Allahabad,2025-03,2463,1701,biometric
Uttar Pradesh,Allahabad,2025-04,1705,1161,biometric
Uttar Pradesh,Allahabad,2025-05,1154,908,biometric
Uttar Pradesh,Allahabad,2025-06,2276,1332,biometric
Uttar Pradesh,Allahabad,2025-07,1004,807,biometric
Uttar Pradesh,Allahabad,2025-08,1692,1080,biometric
Uttar Pradesh,Allahabad,2025-09,1965,1378,biometric
Uttar Pradesh,Allahabad,2025-10,2124,1344,biometric
Uttar Pradesh,Allahabad,2025-11,2557,1733,biometric
Uttar Pradesh,Allahabad,2025-12,2736,1493,biometric
Uttar Pradesh,Ambedkar Nagar,2025-01,28495,20902,biometric
Uttar Pradesh,Ambedkar Nagar,2025-02,1160,576,biometric
Uttar Pradesh,Ambedkar Nagar,2025-03,1131,666,biometric
Uttar Pradesh,Ambedkar Nagar,2025-04,695,471,biometric
Uttar Pradesh,Ambedkar Nagar,2025-05,456,295,biometric
Uttar Pradesh,Ambedkar Nagar,2025-06,1027,554,biometric
Uttar Pradesh,Ambedkar Nagar,2025-07,419,278,biometric
Uttar Pradesh,Ambedkar Nagar,2025-08,741,410,biometric
Uttar Pradesh,Ambedkar Nagar,2025-09,845,530,biometric
Uttar Pradesh,Ambedkar Nagar,2025-10,923,544,biometric
Uttar Pradesh,Ambedkar Nagar,2025-11,1157,666,biometric
Uttar Pradesh,Ambedkar Nagar,2025-12,1231,607,biometric
Uttar Pradesh,Amethi,2025-01,35605,21799,biometric
Uttar Pradesh,Amethi,2025-02,1125,552,biometric
Uttar Pradesh,Amethi,2025-03,1051,719,biometric
Uttar Pradesh,Amethi,2025-04,754,490,biometric
Uttar Pradesh,Amethi,2025-05,451,308,biometric
Uttar Pradesh,Amethi,2025-06,855,572,biometric
Uttar Pradesh,Amethi,2025-07,437,317,biometric
Uttar Pradesh,Amethi,2025-08,638,468,biometric
Uttar Pradesh,Amethi,2025-09,918,610,biometric
Uttar Pradesh,Amethi,2025-10,811,541,biometric
Uttar Pradesh,Amethi,2025-11,907,666,biometric
Uttar Pradesh,Amethi,2025-12,1072,689,biometric
Uttar Pradesh,Amroha,2025-01,40797,15234,biometric
Uttar Pradesh,Amroha,2025-02,1152,548,biometric
Uttar Pradesh,Amroha,2025-03,1072,609,biometric
Uttar Pradesh,Amroha,2025-04,716,483,biometric
Uttar Pradesh,Amroha,2025-05,339,194,biometric
Uttar Pradesh,Amroha,2025-06,898,535,biometric
Uttar Pradesh,Amroha,2025-07,377,272,biometric
Uttar Pradesh,Amroha,2025-08,663,411,biometric
Uttar Pradesh,Amroha,2025-09,752,534,biometric
Uttar Pradesh,Amroha,2025-10,997,521,biometric
Uttar Pradesh,Amroha,2025-11,1150,626,biometric
Uttar Pradesh,Amroha,2025-12,1269,570,biometric
Uttar Pradesh,Auraiya,2025-01,29031,12130,biometric
Uttar Pradesh,Auraiya,2025-02,591,288,biometric
Uttar Pradesh,Auraiya,2025-03,765,396,biometric
Uttar Pradesh,Auraiya,2025-04,500,271,biometric
Uttar Pradesh,Auraiya,2025-05,305,156,biometric
Uttar Pradesh,Auraiya,2025-06,706,340,biometric
Uttar Pradesh,Auraiya,2025-07,267,146,biometric
Uttar Pradesh,Auraiya,2025-08,396,200,biometric
Uttar Pradesh,Auraiya,2025-09,567,342,biometric
Uttar Pradesh,Auraiya,2025-10,525,260,biometric
Uttar Pradesh,Auraiya,2025-11,671,370,biometric
Uttar Pradesh,Auraiya,2025-12,826,375,biometric
Uttar Pradesh,Auraiya *,2025-09,1,0,biometric
Uttar Pradesh,Ayodhya,2025-01,1798,2334,biometric
Uttar Pradesh,Ayodhya,2025-02,97,66,biometric
Uttar Pradesh,Ayodhya,2025-03,95,84,biometric
Uttar Pradesh,Ayodhya,2025-04,58,56,biometric
Uttar Pradesh,Ayodhya,2025-05,49,28,biometric
Uttar Pradesh,Ayodhya,2025-06,73,65,biometric
Uttar Pradesh,Ayodhya,2025-07,31,33,biometric
Uttar Pradesh,Ayodhya,2025-08,38,44,biometric
Uttar Pradesh,Ayodhya,2025-09,69,51,biometric
Uttar Pradesh,Ayodhya,2025-10,54,70,biometric
Uttar Pradesh,Ayodhya,2025-11,94,77,biometric
Uttar Pradesh,Ayodhya,2025-12,85,67,biometric
Uttar Pradesh,Azamgarh,2025-01,54972,47124,biometric
Uttar Pradesh,Azamgarh,2025-02,1737,1290,biometric
Uttar Pradesh,Azamgarh,2025-03,1741,1551,biometric
Uttar Pradesh,Azamgarh,2025-04,1325,1223,biometric
Uttar Pradesh,Azamgarh,2025-05,647,711,biometric
Uttar Pradesh,Azamgarh,2025-06,1509,1289,biometric
Uttar Pradesh,Azamgarh,2025-07,643,686,biometric
Uttar Pradesh,Azamgarh,2025-08,1361,1157,biometric
Uttar Pradesh,Azamgarh,2025-09,1533,1337,biometric
Uttar Pradesh,Azamgarh,2025-10,1588,1170,biometric
Uttar Pradesh,Azamgarh,2025-11,1912,1547,biometric
Uttar Pradesh,Azamgarh,2025-12,2081,1413,biometric
Uttar Pradesh,Baghpat,2025-01,23381,11982,biometric
Uttar Pradesh,Baghpat,2025-02,651,373,biometric
Uttar Pradesh,Baghpat,2025-03,615,377,biometric
Uttar Pradesh,Baghpat,2025-04,386,280,biometric
Uttar Pradesh,Baghpat,2025-05,231,170,biometric
Uttar Pradesh,Baghpat,2025-06,601,396,biometric
Uttar Pradesh,Baghpat,2025-07,261,162,biometric
Uttar Pradesh,Baghpat,2025-08,373,301,biometric
Uttar Pradesh,Baghpat,2025-09,524,370,biometric
Uttar Pradesh,Baghpat,2025-10,465,324,biometric
Uttar Pradesh,Baghpat,2025-11,637,403,biometric
Uttar Pradesh,Baghpat,2025-12,710,371,biometric
Uttar Pradesh,Bagpat,2025-03,1,1,biometric
Uttar Pradesh,Bagpat,2025-04,1,0,biometric
Uttar Pradesh,Bagpat,2025-06,0,2,biometric
Uttar Pradesh,Bagpat,2025-07,0,1,biometric
Uttar Pradesh,Bahraich,2025-01,75890,30310,biometric
Uttar Pradesh,Bahraich,2025-02,2463,811,biometric
Uttar Pradesh,Bahraich,2025-03,2387,1016,biometric
Uttar Pradesh,Bahraich,2025-04,1727,820,biometric
Uttar Pradesh,Bahraich,2025-05,956,399,biometric
Uttar Pradesh,Bahraich,2025-06,2035,745,biometric
Uttar Pradesh,Bahraich,2025-07,829,368,biometric
Uttar Pradesh,Bahraich,2025-08,1397,588,biometric
Uttar Pradesh,Bahraich,2025-09,2272,961,biometric
Uttar Pradesh,Bahraich,2025-10,2174,764,biometric
Uttar Pradesh,Bahraich,2025-11,2629,977,biometric
Uttar Pradesh,Bahraich,2025-12,2606,939,biometric
Uttar Pradesh,Ballia,2025-01,44979,35163,biometric
Uttar Pradesh,Ballia,2025-02,1308,874,biometric
Uttar Pradesh,Ballia,2025-03,1280,1007,biometric
Uttar Pradesh,Ballia,2025-04,937,752,biometric
Uttar Pradesh,Ballia,2025-05,555,417,biometric
Uttar Pradesh,Ballia,2025-06,1308,841,biometric
Uttar Pradesh,Ballia,2025-07,497,411,biometric
Uttar Pradesh,Ballia,2025-08,1027,674,biometric
Uttar Pradesh,Ballia,2025-09,1355,957,biometric
Uttar Pradesh,Ballia,2025-10,1252,810,biometric
Uttar Pradesh,Ballia,2025-11,1625,1054,biometric
Uttar Pradesh,Ballia,2025-12,1632,861,biometric
Uttar Pradesh,Balrampur,2025-01,37400,20062,biometric
Uttar Pradesh,Balrampur,2025-02,1334,651,biometric
Uttar Pradesh,Balrampur,2025-03,1386,777,biometric
Uttar Pradesh,Balrampur,2025-04,883,638,biometric
Uttar Pradesh,Balrampur,2025-05,738,460,biometric
Uttar Pradesh,Balrampur,2025-06,1174,630,biometric
Uttar Pradesh,Balrampur,2025-07,574,337,biometric
Uttar Pradesh,Balrampur,2025-08,731,501,biometric
Uttar Pradesh,Balrampur,2025-09,1120,617,biometric
Uttar Pradesh,Balrampur,2025-10,982,582,biometric
Uttar Pradesh,Balrampur,2025-11,1265,743,biometric
Uttar Pradesh,Balrampur,2025-12,1347,750,biometric
Uttar Pradesh,Banda,2025-01,36279,21056,biometric
Uttar Pradesh,Banda,2025-02,1088,692,biometric
Uttar Pradesh,Banda,2025-03,1050,697,biometric
Uttar Pradesh,Banda,2025-04,670,442,biometric
Uttar Pradesh,Banda,2025-05,453,302,biometric
Uttar Pradesh,Banda,2025-06,868,527,biometric
Uttar Pradesh,Banda,2025-07,428,308,biometric
Uttar Pradesh,Banda,2025-08,617,369,biometric
Uttar Pradesh,Banda,2025-09,896,631,biometric
Uttar Pradesh,Banda,2025-10,792,549,biometric
Uttar Pradesh,Banda,2025-11,899,714,biometric
Uttar Pradesh,Banda,2025-12,1023,559,biometric
Uttar Pradesh,Bara Banki,2025-01,69459,31374,biometric
Uttar Pradesh,Bara Banki,2025-02,2225,1060,biometric
Uttar Pradesh,Bara Banki,2025-03,2178,1043,biometric
Uttar Pradesh,Bara Banki,2025-04,1267,778,biometric
Uttar Pradesh,Bara Banki,2025-05,612,386,biometric
Uttar Pradesh,Bara Banki,2025-06,1723,868,biometric
Uttar Pradesh,Bara Banki,2025-07,733,442,biometric
Uttar Pradesh,Bara Banki,2025-08,1197,600,biometric
Uttar Pradesh,Bara Banki,2025-09,1657,957,biometric
Uttar Pradesh,Bara Banki,2025-10,1616,742,biometric
Uttar Pradesh,Bara Banki,2025-11,2267,997,biometric
Uttar Pradesh,Bara Banki,2025-12,2285,872,biometric
Uttar Pradesh,Barabanki,2025-01,357,1623,biometric
Uttar Pradesh,Barabanki,2025-02,21,106,biometric
Uttar Pradesh,Barabanki,2025-03,18,93,biometric
Uttar Pradesh,Barabanki,2025-04,10,71,biometric
Uttar Pradesh,Barabanki,2025-05,6,42,biometric
Uttar Pradesh,Barabanki,2025-06,18,69,biometric
Uttar Pradesh,Barabanki,2025-07,8,44,biometric
Uttar Pradesh,Barabanki,2025-08,18,55,biometric
Uttar Pradesh,Barabanki,2025-09,14,82,biometric
Uttar Pradesh,Barabanki,2025-10,17,80,biometric
Uttar Pradesh,Barabanki,2025-11,25,77,biometric
Uttar Pradesh,Barabanki,2025-12,26,84,biometric
Uttar Pradesh,Bareilly,2025-01,107549,38855,biometric
Uttar Pradesh,Bareilly,2025-02,3005,1653,biometric
Uttar Pradesh,Bareilly,2025-03,2660,1617,biometric
Uttar Pradesh,Bareilly,2025-04,1338,1011,biometric
Uttar Pradesh,Bareilly,2025-05,988,643,biometric
Uttar Pradesh,Bareilly,2025-06,2132,1266,biometric
Uttar Pradesh,Bareilly,2025-07,893,542,biometric
Uttar Pradesh,Bareilly,2025-08,1430,900,biometric
Uttar Pradesh,Bareilly,2025-09,2106,1371,biometric
Uttar Pradesh,Bareilly,2025-10,2355,1293,biometric
Uttar Pradesh,Bareilly,2025-11,3057,1509,biometric
Uttar Pradesh,Bareilly,2025-12,3284,1412,biometric
Uttar Pradesh,Basti,2025-01,41422,23998,biometric
Uttar Pradesh,Basti,2025-02,1299,754,biometric
Uttar Pradesh,Basti,2025-03,1208,815,biometric
Uttar Pradesh,Basti,2025-04,862,593,biometric
Uttar Pradesh,Basti,2025-05,531,352,biometric
Uttar Pradesh,Basti,2025-06,1138,619,biometric
Uttar Pradesh,Basti,2025-07,447,326,biometric
Uttar Pradesh,Basti,2025-08,805,513,biometric
Uttar Pradesh,Basti,2025-09,1059,690,biometric
Uttar Pradesh,Basti,2025-10,985,562,biometric
Uttar Pradesh,Basti,2025-11,1277,754,biometric
Uttar Pradesh,Basti,2025-12,1239,719,biometric
Uttar Pradesh,Bhadohi,2025-01,2077,2036,biometric
Uttar Pradesh,Bhadohi,2025-02,85,42,biometric
Uttar Pradesh,Bhadohi,2025-03,67,52,biometric
Uttar Pradesh,Bhadohi,2025-04,47,30,biometric
Uttar Pradesh,Bhadohi,2025-05,28,28,biometric
Uttar Pradesh,Bhadohi,2025-06,51,40,biometric
Uttar Pradesh,Bhadohi,2025-07,12,19,biometric
Uttar Pradesh,Bhadohi,2025-08,42,40,biometric
Uttar Pradesh,Bhadohi,2025-09,63,38,biometric
Uttar Pradesh,Bhadohi,2025-10,56,34,biometric
Uttar Pradesh,Bhadohi,2025-11,80,53,biometric
Uttar Pradesh,Bhadohi,2025-12,72,35,biometric
Uttar Pradesh,Bijnor,2025-01,93156,44177,biometric
Uttar Pradesh,Bijnor,2025-02,2363,1427,biometric
Uttar Pradesh,Bijnor,2025-03,2020,1460,biometric
Uttar Pradesh,Bijnor,2025-04,1461,1189,biometric
Uttar Pradesh,Bijnor,2025-05,1039,860,biometric
Uttar Pradesh,Bijnor,2025-06,1857,1255,biometric
Uttar Pradesh,Bijnor,2025-07,996,720,biometric
Uttar Pradesh,Bijnor,2025-08,1242,914,biometric
Uttar Pradesh,Bijnor,2025-09,1629,1232,biometric
