state,district,month,demo_age_5_17,demo_age_17_
Tamil Nadu,Erode,2025-07,154,965
Tamil Nadu,Erode,2025-08,231,1456
Tamil Nadu,Erode,2025-09,81,696
Tamil Nadu,Erode,2025-10,197,1135
Tamil Nadu,Erode,2025-11,177,1292
Tamil Nadu,Erode,2025-12,217,1612
Tamil Nadu,Kallakurichi,2025-01,346,2092
Tamil Nadu,Kallakurichi,2025-02,49,279
Tamil Nadu,Kallakurichi,2025-03,48,265
Tamil Nadu,Kallakurichi,2025-04,38,155
Tamil Nadu,Kallakurichi,2025-05,29,151
Tamil Nadu,Kallakurichi,2025-06,40,187
Tamil Nadu,Kallakurichi,2025-07,37,215
Tamil Nadu,Kallakurichi,2025-08,38,189
Tamil Nadu,Kallakurichi,2025-09,22,114
Tamil Nadu,Kallakurichi,2025-10,31,213
Tamil Nadu,Kallakurichi,2025-11,31,208
Tamil Nadu,Kallakurichi,2025-12,26,206
Tamil Nadu,Kancheepuram,2025-01,3563,35859
Tamil Nadu,Kancheepuram,2025-02,523,2430
Tamil Nadu,Kancheepuram,2025-03,544,2590
Tamil Nadu,Kancheepuram,2025-04,500,2434
Tamil Nadu,Kancheepuram,2025-05,385,1683
Tamil Nadu,Kancheepuram,2025-06,428,1634
Tamil Nadu,Kancheepuram,2025-07,331,1372
Tamil Nadu,Kancheepuram,2025-08,428,2331
Tamil Nadu,Kancheepuram,2025-09,269,1255
Tamil Nadu,Kancheepuram,2025-10,456,2011
Tamil Nadu,Kancheepuram,2025-11,472,2310
Tamil Nadu,Kancheepuram,2025-12,524,2784
Tamil Nadu,Kanchipuram,2025-02,0,1
Tamil Nadu,Kanchipuram,2025-03,0,1
Tamil Nadu,Kanchipuram,2025-08,0,1
Tamil Nadu,Kanchipuram,2025-11,0,1
Tamil Nadu,Kanniyakumari,2025-01,1058,9326
Tamil Nadu,Kanniyakumari,2025-02,174,720
Tamil Nadu,Kanniyakumari,2025-03,150,716
Tamil Nadu,Kanniyakumari,2025-04,218,749
Tamil Nadu,Kanniyakumari,2025-05,100,406
Tamil Nadu,Kanniyakumari,2025-06,144,435
Tamil Nadu,Kanniyakumari,2025-07,88,291
Tamil Nadu,Kanniyakumari,2025-08,172,763
Tamil Nadu,Kanniyakumari,2025-09,87,373
Tamil Nadu,Kanniyakumari,2025-10,135,616
Tamil Nadu,Kanniyakumari,2025-11,113,575
Tamil Nadu,Kanniyakumari,2025-12,213,788
Tamil Nadu,Kanyakumari,2025-01,1002,4109
Tamil Nadu,Kanyakumari,2025-02,94,395
Tamil Nadu,Kanyakumari,2025-03,86,352
Tamil Nadu,Kanyakumari,2025-04,74,283
Tamil Nadu,Kanyakumari,2025-05,62,262
Tamil Nadu,Kanyakumari,2025-06,84,284
Tamil Nadu,Kanyakumari,2025-07,65,226
Tamil Nadu,Kanyakumari,2025-08,77,305
Tamil Nadu,Kanyakumari,2025-09,49,206
Tamil Nadu,Kanyakumari,2025-10,63,298
Tamil Nadu,Kanyakumari,2025-11,79,321
Tamil Nadu,Kanyakumari,2025-12,82,356
Tamil Nadu,Karur,2025-01,450,5324
Tamil Nadu,Karur,2025-02,92,649
Tamil Nadu,Karur,2025-03,108,520
Tamil Nadu,Karur,2025-04,133,581
Tamil Nadu,Karur,2025-05,85,379
Tamil Nadu,Karur,2025-06,71,331
Tamil Nadu,Karur,2025-07,72,280
Tamil Nadu,Karur,2025-08,101,682
Tamil Nadu,Karur,2025-09,51,293
Tamil Nadu,Karur,2025-10,94,488
Tamil Nadu,Karur,2025-11,75,505
Tamil Nadu,Karur,2025-12,105,589
Tamil Nadu,Krishnagiri,2025-01,1998,15549
Tamil Nadu,Krishnagiri,2025-02,283,1187
Tamil Nadu,Krishnagiri,2025-03,276,1007
Tamil Nadu,Krishnagiri,2025-04,291,1215
Tamil Nadu,Krishnagiri,2025-05,172,684
Tamil Nadu,Krishnagiri,2025-06,199,643
Tamil Nadu,Krishnagiri,2025-07,184,614
Tamil Nadu,Krishnagiri,2025-08,287,1211
Tamil Nadu,Krishnagiri,2025-09,99,406
Tamil Nadu,Krishnagiri,2025-10,223,1073
Tamil Nadu,Krishnagiri,2025-11,177,1004
Tamil Nadu,Krishnagiri,2025-12,243,1269
Tamil Nadu,Madurai,2025-01,2366,22599
Tamil Nadu,Madurai,2025-02,396,1765
Tamil Nadu,Madurai,2025-03,445,1856
Tamil Nadu,Madurai,2025-04,480,1925
Tamil Nadu,Madurai,2025-05,395,1393
Tamil Nadu,Madurai,2025-06,286,1192
Tamil Nadu,Madurai,2025-07,294,1218
Tamil Nadu,Madurai,2025-08,351,2043
Tamil Nadu,Madurai,2025-09,226,1100
Tamil Nadu,Madurai,2025-10,341,1703
Tamil Nadu,Madurai,2025-11,286,1771
Tamil Nadu,Madurai,2025-12,332,2197
Tamil Nadu,Mayiladuthurai,2025-01,51,343
Tamil Nadu,Mayiladuthurai,2025-02,13,103
Tamil Nadu,Mayiladuthurai,2025-03,14,87
Tamil Nadu,Mayiladuthurai,2025-04,11,57
Tamil Nadu,Mayiladuthurai,2025-05,12,56
Tamil Nadu,Mayiladuthurai,2025-06,13,60
Tamil Nadu,Mayiladuthurai,2025-07,13,76
Tamil Nadu,Mayiladuthurai,2025-08,18,85
Tamil Nadu,Mayiladuthurai,2025-09,6,51
Tamil Nadu,Mayiladuthurai,2025-10,14,70
Tamil Nadu,Mayiladuthurai,2025-11,9,65
Tamil Nadu,Mayiladuthurai,2025-12,10,81
Tamil Nadu,Nagapattinam,2025-01,261,3901
Tamil Nadu,Nagapattinam,2025-02,137,1007
Tamil Nadu,Nagapattinam,2025-03,126,963
Tamil Nadu,Nagapattinam,2025-04,144,1030
Tamil Nadu,Nagapattinam,2025-05,79,694
Tamil Nadu,Nagapattinam,2025-06,97,634
Tamil Nadu,Nagapattinam,2025-07,108,473
Tamil Nadu,Nagapattinam,2025-08,138,1146
Tamil Nadu,Nagapattinam,2025-09,80,569
Tamil Nadu,Nagapattinam,2025-10,127,952
Tamil Nadu,Nagapattinam,2025-11,104,893
Tamil Nadu,Nagapattinam,2025-12,137,1302
Tamil Nadu,Namakkal,2025-01,703,6790
Tamil Nadu,Namakkal,2025-02,354,845
Tamil Nadu,Namakkal,2025-03,277,811
Tamil Nadu,Namakkal,2025-04,329,989
Tamil Nadu,Namakkal,2025-05,252,739
Tamil Nadu,Namakkal,2025-06,292,636
Tamil Nadu,Namakkal,2025-07,198,442
Tamil Nadu,Namakkal,2025-08,289,956
Tamil Nadu,Namakkal,2025-09,127,494
Tamil Nadu,Namakkal,2025-10,200,718
Tamil Nadu,Namakkal,2025-11,183,797
Tamil Nadu,Namakkal,2025-12,180,977
Tamil Nadu,Perambalur,2025-01,247,2298
Tamil Nadu,Perambalur,2025-02,133,309
Tamil Nadu,Perambalur,2025-03,109,279
Tamil Nadu,Perambalur,2025-04,143,330
Tamil Nadu,Perambalur,2025-05,94,249
Tamil Nadu,Perambalur,2025-06,84,211
Tamil Nadu,Perambalur,2025-07,88,175
Tamil Nadu,Perambalur,2025-08,108,377
Tamil Nadu,Perambalur,2025-09,44,145
Tamil Nadu,Perambalur,2025-10,82,263
Tamil Nadu,Perambalur,2025-11,109,296
Tamil Nadu,Perambalur,2025-12,90,344
Tamil Nadu,Pudukkottai,2025-01,726,9866
Tamil Nadu,Pudukkottai,2025-02,264,1136
Tamil Nadu,Pudukkottai,2025-03,241,957
Tamil Nadu,Pudukkottai,2025-04,287,1164
Tamil Nadu,Pudukkottai,2025-05,180,842
Tamil Nadu,Pudukkottai,2025-06,179,623
Tamil Nadu,Pudukkottai,2025-07,170,602
Tamil Nadu,Pudukkottai,2025-08,255,1210
Tamil Nadu,Pudukkottai,2025-09,105,542
Tamil Nadu,Pudukkottai,2025-10,211,961
Tamil Nadu,Pudukkottai,2025-11,182,964
Tamil Nadu,Pudukkottai,2025-12,205,1264
Tamil Nadu,Ramanathapuram,2025-01,688,7806
Tamil Nadu,Ramanathapuram,2025-02,164,846
Tamil Nadu,Ramanathapuram,2025-03,160,712
Tamil Nadu,Ramanathapuram,2025-04,177,775
Tamil Nadu,Ramanathapuram,2025-05,101,556
Tamil Nadu,Ramanathapuram,2025-06,141,471
Tamil Nadu,Ramanathapuram,2025-07,91,433
Tamil Nadu,Ramanathapuram,2025-08,147,884
Tamil Nadu,Ramanathapuram,2025-09,83,465
Tamil Nadu,Ramanathapuram,2025-10,113,676
Tamil Nadu,Ramanathapuram,2025-11,97,668
Tamil Nadu,Ramanathapuram,2025-12,105,895
Tamil Nadu,Ranipet,2025-01,28,128
Tamil Nadu,Ranipet,2025-02,5,29
Tamil Nadu,Ranipet,2025-03,3,33
Tamil Nadu,Ranipet,2025-04,4,28
Tamil Nadu,Ranipet,2025-05,8,36
Tamil Nadu,Ranipet,2025-06,6,25
Tamil Nadu,Ranipet,2025-07,2,24
Tamil Nadu,Ranipet,2025-08,5,49
Tamil Nadu,Ranipet,2025-09,7,20
Tamil Nadu,Ranipet,2025-10,4,27
Tamil Nadu,Ranipet,2025-11,3,23
Tamil Nadu,Ranipet,2025-12,5,46
Tamil Nadu,Salem,2025-01,1804,20053
Tamil Nadu,Salem,2025-02,504,2210
Tamil Nadu,Salem,2025-03,453,2072
Tamil Nadu,Salem,2025-04,496,2355
Tamil Nadu,Salem,2025-05,356,1616
Tamil Nadu,Salem,2025-06,405,1415
Tamil Nadu,Salem,2025-07,269,1048
Tamil Nadu,Salem,2025-08,503,2339
Tamil Nadu,Salem,2025-09,253,1081
Tamil Nadu,Salem,2025-10,372,1919
Tamil Nadu,Salem,2025-11,311,1529
Tamil Nadu,Salem,2025-12,402,2113
Tamil Nadu,Sivaganga,2025-01,662,6336
Tamil Nadu,Sivaganga,2025-02,222,855
Tamil Nadu,Sivaganga,2025-03,191,675
Tamil Nadu,Sivaganga,2025-04,227,757
Tamil Nadu,Sivaganga,2025-05,120,529
Tamil Nadu,Sivaganga,2025-06,137,466
Tamil Nadu,Sivaganga,2025-07,129,448
Tamil Nadu,Sivaganga,2025-08,163,825
Tamil Nadu,Sivaganga,2025-09,72,434
Tamil Nadu,Sivaganga,2025-10,120,620
Tamil Nadu,Sivaganga,2025-11,148,628
Tamil Nadu,Sivaganga,2025-12,110,720
Tamil Nadu,Tenkasi,2025-01,290,1549
Tamil Nadu,Tenkasi,2025-02,48,215
Tamil Nadu,Tenkasi,2025-03,51,223
Tamil Nadu,Tenkasi,2025-04,61,136
Tamil Nadu,Tenkasi,2025-05,38,167
Tamil Nadu,Tenkasi,2025-06,38,95
Tamil Nadu,Tenkasi,2025-07,37,145
Tamil Nadu,Tenkasi,2025-08,51,210
Tamil Nadu,Tenkasi,2025-09,25,100
Tamil Nadu,Tenkasi,2025-10,48,155
Tamil Nadu,Tenkasi,2025-11,33,152
Tamil Nadu,Tenkasi,2025-12,47,191
Tamil Nadu,Thanjavur,2025-01,1117,15541
Tamil Nadu,Thanjavur,2025-02,371,1310
Tamil Nadu,Thanjavur,2025-03,379,1389
Tamil Nadu,Thanjavur,2025-04,396,1456
Tamil Nadu,Thanjavur,2025-05,281,1071
Tamil Nadu,Thanjavur,2025-06,263,966
Tamil Nadu,Thanjavur,2025-07,262,732
Tamil Nadu,Thanjavur,2025-08,334,1631
Tamil Nadu,Thanjavur,2025-09,222,844
Tamil Nadu,Thanjavur,2025-10,397,1487
Tamil Nadu,Thanjavur,2025-11,295,1253
Tamil Nadu,Thanjavur,2025-12,333,1624
Tamil Nadu,The Nilgiris,2025-01,201,1739
Tamil Nadu,The Nilgiris,2025-02,95,388
Tamil Nadu,The Nilgiris,2025-03,99,319
Tamil Nadu,The Nilgiris,2025-04,91,398
Tamil Nadu,The Nilgiris,2025-05,65,269
Tamil Nadu,The Nilgiris,2025-06,69,211
Tamil Nadu,The Nilgiris,2025-07,73,178
Tamil Nadu,The Nilgiris,2025-08,68,346
Tamil Nadu,The Nilgiris,2025-09,27,191
Tamil Nadu,The Nilgiris,2025-10,69,296
Tamil Nadu,The Nilgiris,2025-11,59,230
Tamil Nadu,The Nilgiris,2025-12,52,378
Tamil Nadu,Theni,2025-01,599,7679
Tamil Nadu,Theni,2025-02,193,943
Tamil Nadu,Theni,2025-03,163,803
Tamil Nadu,Theni,2025-04,178,769
Tamil Nadu,Theni,2025-05,96,507
Tamil Nadu,Theni,2025-06,135,456
Tamil Nadu,Theni,2025-07,109,420
Tamil Nadu,Theni,2025-08,156,895
Tamil Nadu,Theni,2025-09,64,449
Tamil Nadu,Theni,2025-10,117,697
Tamil Nadu,Theni,2025-11,130,815
Tamil Nadu,Theni,2025-12,129,974
Tamil Nadu,Thiruvallur,2025-01,3,38
Tamil Nadu,Thiruvallur,2025-02,2,47
Tamil Nadu,Thiruvallur,2025-03,4,42
Tamil Nadu,Thiruvallur,2025-04,3,62
Tamil Nadu,Thiruvallur,2025-05,3,35
Tamil Nadu,Thiruvallur,2025-06,4,41
Tamil Nadu,Thiruvallur,2025-07,1,22
Tamil Nadu,Thiruvallur,2025-08,3,58
Tamil Nadu,Thiruvallur,2025-09,5,21
Tamil Nadu,Thiruvallur,2025-10,2,43
Tamil Nadu,Thiruvallur,2025-11,3,54
Tamil Nadu,Thiruvallur,2025-12,2,67
Tamil Nadu,Thiruvarur,2025-01,391,4916
Tamil Nadu,Thiruvarur,2025-02,161,803
Tamil Nadu,Thiruvarur,2025-03,161,786
Tamil Nadu,Thiruvarur,2025-04,235,905
Tamil Nadu,Thiruvarur,2025-05,113,533
Tamil Nadu,Thiruvarur,2025-06,162,501
Tamil Nadu,Thiruvarur,2025-07,113,364
Tamil Nadu,Thiruvarur,2025-08,184,962
Tamil Nadu,Thiruvarur,2025-09,63,465
Tamil Nadu,Thiruvarur,2025-10,160,937
Tamil Nadu,Thiruvarur,2025-11,102,675
Tamil Nadu,Thiruvarur,2025-12,124,991
Tamil Nadu,Thoothukkudi,2025-01,731,6731
Tamil Nadu,Thoothukkudi,2025-02,211,978
Tamil Nadu,Thoothukkudi,2025-03,178,828
Tamil Nadu,Thoothukkudi,2025-04,217,1085
Tamil Nadu,Thoothukkudi,2025-05,158,671
Tamil Nadu,Thoothukkudi,2025-06,210,745
Tamil Nadu,Thoothukkudi,2025-07,139,549
Tamil Nadu,Thoothukkudi,2025-08,202,1043
Tamil Nadu,Thoothukkudi,2025-09,105,636
Tamil Nadu,Thoothukkudi,2025-10,180,806
Tamil Nadu,Thoothukkudi,2025-11,155,835
Tamil Nadu,Thoothukkudi,2025-12,165,1034
Tamil Nadu,Tiruchirappalli,2025-01,1368,13434
Tamil Nadu,Tiruchirappalli,2025-02,349,1429
Tamil Nadu,Tiruchirappalli,2025-03,343,1445
Tamil Nadu,Tiruchirappalli,2025-04,451,1596
Tamil Nadu,Tiruchirappalli,2025-05,226,998
Tamil Nadu,Tiruchirappalli,2025-06,254,1000
Tamil Nadu,Tiruchirappalli,2025-07,222,764
Tamil Nadu,Tiruchirappalli,2025-08,332,1684
Tamil Nadu,Tiruchirappalli,2025-09,179,863
Tamil Nadu,Tiruchirappalli,2025-10,313,1522
Tamil Nadu,Tiruchirappalli,2025-11,249,1326
Tamil Nadu,Tiruchirappalli,2025-12,280,1430
Tamil Nadu,Tirunelveli,2025-01,2041,15239
Tamil Nadu,Tirunelveli,2025-02,357,1209
Tamil Nadu,Tirunelveli,2025-03,408,1481
Tamil Nadu,Tirunelveli,2025-04,626,1702
Tamil Nadu,Tirunelveli,2025-05,287,999
Tamil Nadu,Tirunelveli,2025-06,361,956
Tamil Nadu,Tirunelveli,2025-07,295,766
Tamil Nadu,Tirunelveli,2025-08,446,1645
Tamil Nadu,Tirunelveli,2025-09,220,805
Tamil Nadu,Tirunelveli,2025-10,385,1485
Tamil Nadu,Tirunelveli,2025-11,333,1276
Tamil Nadu,Tirunelveli,2025-12,366,1484
Tamil Nadu,Tirupathur,2025-01,0,2
Tamil Nadu,Tirupathur,2025-02,0,4
Tamil Nadu,Tirupathur,2025-03,1,2
Tamil Nadu,Tirupathur,2025-05,1,2
Tamil Nadu,Tirupathur,2025-06,0,1
Tamil Nadu,Tirupathur,2025-07,0,1
Tamil Nadu,Tirupathur,2025-08,0,2
Tamil Nadu,Tirupathur,2025-10,0,4
Tamil Nadu,Tirupathur,2025-11,0,1
Tamil Nadu,Tirupathur,2025-12,0,4
Tamil Nadu,Tirupattur,2025-01,237,1684
Tamil Nadu,Tirupattur,2025-02,27,171
Tamil Nadu,Tirupattur,2025-03,30,180
Tamil Nadu,Tirupattur,2025-04,27,167
Tamil Nadu,Tirupattur,2025-05,31,158
Tamil Nadu,Tirupattur,2025-06,24,164
Tamil Nadu,Tirupattur,2025-07,22,164
Tamil Nadu,Tirupattur,2025-08,21,187
Tamil Nadu,Tirupattur,2025-09,14,124
Tamil Nadu,Tirupattur,2025-10,21,159
Tamil Nadu,Tirupattur,2025-11,22,179
Tamil Nadu,Tirupattur,2025-12,27,193
Tamil Nadu,Tiruppur,2025-01,2475,20136
Tamil Nadu,Tiruppur,2025-02,220,1072
Tamil Nadu,Tiruppur,2025-03,276,1256
Tamil Nadu,Tiruppur,2025-04,358,1538
Tamil Nadu,Tiruppur,2025-05,246,1026
Tamil Nadu,Tiruppur,2025-06,255,1010
Tamil Nadu,Tiruppur,2025-07,201,857
Tamil Nadu,Tiruppur,2025-08,355,1688
Tamil Nadu,Tiruppur,2025-09,209,900
Tamil Nadu,Tiruppur,2025-10,317,1423
Tamil Nadu,Tiruppur,2025-11,223,1268
Tamil Nadu,Tiruppur,2025-12,275,1487
Tamil Nadu,Tiruvallur,2025-01,4140,40263
Tamil Nadu,Tiruvallur,2025-02,333,1674
Tamil Nadu,Tiruvallur,2025-03,454,2333
Tamil Nadu,Tiruvallur,2025-04,437,2659
Tamil Nadu,Tiruvallur,2025-05,281,1643
Tamil Nadu,Tiruvallur,2025-06,337,1487
Tamil Nadu,Tiruvallur,2025-07,270,1619
Tamil Nadu,Tiruvallur,2025-08,457,2653
Tamil Nadu,Tiruvallur,2025-09,239,1446
Tamil Nadu,Tiruvallur,2025-10,423,2476
Tamil Nadu,Tiruvallur,2025-11,320,2067
Tamil Nadu,Tiruvallur,2025-12,364,2402
Tamil Nadu,Tiruvannamalai,2025-01,1171,14689
Tamil Nadu,Tiruvannamalai,2025-02,259,1070
Tamil Nadu,Tiruvannamalai,2025-03,245,863
Tamil Nadu,Tiruvannamalai,2025-04,388,1400
Tamil Nadu,Tiruvannamalai,2025-05,198,922
Tamil Nadu,Tiruvannamalai,2025-06,223,781
Tamil Nadu,Tiruvannamalai,2025-07,155,668
Tamil Nadu,Tiruvannamalai,2025-08,327,1531
Tamil Nadu,Tiruvannamalai,2025-09,211,821
Tamil Nadu,Tiruvannamalai,2025-10,313,1396
Tamil Nadu,Tiruvannamalai,2025-11,171,1017
Tamil Nadu,Tiruvannamalai,2025-12,186,1247
Tamil Nadu,Vellore,2025-01,1523,17180
Tamil Nadu,Vellore,2025-02,312,1651
Tamil Nadu,Vellore,2025-03,363,1910
Tamil Nadu,Vellore,2025-04,517,2215
Tamil Nadu,Vellore,2025-05,261,1298
Tamil Nadu,Vellore,2025-06,229,906
Tamil Nadu,Vellore,2025-07,200,964
Tamil Nadu,Vellore,2025-08,404,2158
Tamil Nadu,Vellore,2025-09,249,1339
Tamil Nadu,Vellore,2025-10,303,1743
Tamil Nadu,Vellore,2025-11,258,1496
Tamil Nadu,Vellore,2025-12,306,1926
Tamil Nadu,Villupuram,2025-01,751,4991
Tamil Nadu,Villupuram,2025-02,338,681
Tamil Nadu,Villupuram,2025-03,276,628
Tamil Nadu,Villupuram,2025-04,449,855
Tamil Nadu,Villupuram,2025-05,262,518
Tamil Nadu,Villupuram,2025-06,268,480
Tamil Nadu,Villupuram,2025-07,253,431
Tamil Nadu,Villupuram,2025-08,383,944
Tamil Nadu,Villupuram,2025-09,263,493
Tamil Nadu,Villupuram,2025-10,305,805
Tamil Nadu,Villupuram,2025-11,190,533
Tamil Nadu,Villupuram,2025-12,329,780
Tamil Nadu,Viluppuram,2025-01,191,2223
Tamil Nadu,Viluppuram,2025-02,84,904
Tamil Nadu,Viluppuram,2025-03,76,846
Tamil Nadu,Viluppuram,2025-04,82,1263
Tamil Nadu,Viluppuram,2025-05,57,749
Tamil Nadu,Viluppuram,2025-06,59,604
Tamil Nadu,Viluppuram,2025-07,56,459
Tamil Nadu,Viluppuram,2025-08,79,1220
Tamil Nadu,Viluppuram,2025-09,47,626
Tamil Nadu,Viluppuram,2025-10,73,1181
Tamil Nadu,Viluppuram,2025-11,48,779
Tamil Nadu,Viluppuram,2025-12,52,1040
Tamil Nadu,Virudhunagar,2025-01,1842,12866
Tamil Nadu,Virudhunagar,2025-02,208,962
Tamil Nadu,Virudhunagar,2025-03,262,968
Tamil Nadu,Virudhunagar,2025-04,380,1219
Tamil Nadu,Virudhunagar,2025-05,141,628
Tamil Nadu,Virudhunagar,2025-06,195,652
Tamil Nadu,Virudhunagar,2025-07,182,713
Tamil Nadu,Virudhunagar,2025-08,269,1240
Tamil Nadu,Virudhunagar,2025-09,130,721
Tamil Nadu,Virudhunagar,2025-10,164,820
Tamil Nadu,Virudhunagar,2025-11,140,690
Tamil Nadu,Virudhunagar,2025-12,173,959
Telangana,Adilabad,2025-01,1665,10016
Telangana,Adilabad,2025-02,111,689
Telangana,Adilabad,2025-03,117,721
Telangana,Adilabad,2025-04,203,1063
Telangana,Adilabad,2025-05,75,367
Telangana,Adilabad,2025-06,104,499
Telangana,Adilabad,2025-07,95,375
Telangana,Adilabad,2025-08,168,1040
Telangana,Adilabad,2025-09,68,611
Telangana,Adilabad,2025-10,101,590
Telangana,Adilabad,2025-11,77,609
Telangana,Adilabad,2025-12,64,652
Telangana,Bhadradri Kothagudem,2025-01,991,6651
Telangana,Bhadradri Kothagudem,2025-02,104,670
Telangana,Bhadradri Kothagudem,2025-03,112,552
Telangana,Bhadradri Kothagudem,2025-04,113,545
Telangana,Bhadradri Kothagudem,2025-05,165,604
Telangana,Bhadradri Kothagudem,2025-06,135,565
Telangana,Bhadradri Kothagudem,2025-07,84,354
Telangana,Bhadradri Kothagudem,2025-08,172,817
Telangana,Bhadradri Kothagudem,2025-09,95,509
Telangana,Bhadradri Kothagudem,2025-10,82,477
Telangana,Bhadradri Kothagudem,2025-11,89,461
Telangana,Bhadradri Kothagudem,2025-12,119,642
Telangana,Hanumakonda,2025-01,372,3156
Telangana,Hanumakonda,2025-02,56,500
Telangana,Hanumakonda,2025-03,45,348
Telangana,Hanumakonda,2025-04,27,305
Telangana,Hanumakonda,2025-05,48,345
Telangana,Hanumakonda,2025-06,54,354
Telangana,Hanumakonda,2025-07,26,264
Telangana,Hanumakonda,2025-08,53,513
Telangana,Hanumakonda,2025-09,34,354
Telangana,Hanumakonda,2025-10,29,341
Telangana,Hanumakonda,2025-11,23,262
Telangana,Hanumakonda,2025-12,33,458
Telangana,Hyderabad,2025-01,11640,67281
Telangana,Hyderabad,2025-02,472,2533
Telangana,Hyderabad,2025-03,424,2527
Telangana,Hyderabad,2025-04,502,2673
Telangana,Hyderabad,2025-05,454,2233
Telangana,Hyderabad,2025-06,338,1759
Telangana,Hyderabad,2025-07,410,2128
Telangana,Hyderabad,2025-08,522,3210
Telangana,Hyderabad,2025-09,343,2165
Telangana,Hyderabad,2025-10,318,2023
Telangana,Hyderabad,2025-11,318,1781
Telangana,Hyderabad,2025-12,384,2643
Telangana,Jagitial,2025-01,585,2981
Telangana,Jagitial,2025-02,39,320
Telangana,Jagitial,2025-03,31,254
Telangana,Jagitial,2025-04,39,276
Telangana,Jagitial,2025-05,32,282
Telangana,Jagitial,2025-06,32,226
Telangana,Jagitial,2025-07,18,200
Telangana,Jagitial,2025-08,58,509
Telangana,Jagitial,2025-09,27,318
Telangana,Jagitial,2025-10,24,219
Telangana,Jagitial,2025-11,27,280
Telangana,Jagitial,2025-12,35,343
Telangana,Jangaon,2025-01,27,43
Telangana,Jangaon,2025-02,2,19
Telangana,Jangaon,2025-03,1,21
Telangana,Jangaon,2025-04,1,15
Telangana,Jangaon,2025-05,0,18
Telangana,Jangaon,2025-06,2,24
Telangana,Jangaon,2025-07,3,21
Telangana,Jangaon,2025-08,2,25
Telangana,Jangaon,2025-09,2,22
Telangana,Jangaon,2025-10,4,17
Telangana,Jangaon,2025-11,3,32
Telangana,Jangaon,2025-12,3,18
Telangana,Jangoan,2025-01,225,2407
Telangana,Jangoan,2025-02,29,381
Telangana,Jangoan,2025-03,44,302
Telangana,Jangoan,2025-04,23,360
Telangana,Jangoan,2025-05,26,347
Telangana,Jangoan,2025-06,35,348
Telangana,Jangoan,2025-07,43,307
Telangana,Jangoan,2025-08,55,479
Telangana,Jangoan,2025-09,19,417
Telangana,Jangoan,2025-10,42,348
Telangana,Jangoan,2025-11,27,221
Telangana,Jangoan,2025-12,38,565
Telangana,Jayashankar Bhupalpally,2025-01,297,3839
Telangana,Jayashankar Bhupalpally,2025-02,33,369
Telangana,Jayashankar Bhupalpally,2025-03,34,268
Telangana,Jayashankar Bhupalpally,2025-04,23,254
Telangana,Jayashankar Bhupalpally,2025-05,30,229
Telangana,Jayashankar Bhupalpally,2025-06,28,243
Telangana,Jayashankar Bhupalpally,2025-07,21,215
Telangana,Jayashankar Bhupalpally,2025-08,31,397
Telangana,Jayashankar Bhupalpally,2025-09,29,270
Telangana,Jayashankar Bhupalpally,2025-10,10,166
Telangana,Jayashankar Bhupalpally,2025-11,19,210
Telangana,Jayashankar Bhupalpally,2025-12,29,392
Telangana,Jogulamba Gadwal,2025-01,2574,8609
Telangana,Jogulamba Gadwal,2025-02,95,476
Telangana,Jogulamba Gadwal,2025-03,78,537
Telangana,Jogulamba Gadwal,2025-04,83,366
Telangana,Jogulamba Gadwal,2025-05,84,391
Telangana,Jogulamba Gadwal,2025-06,55,308
Telangana,Jogulamba Gadwal,2025-07,75,311
Telangana,Jogulamba Gadwal,2025-08,104,519
Telangana,Jogulamba Gadwal,2025-09,66,340
Telangana,Jogulamba Gadwal,2025-10,39,228
Telangana,Jogulamba Gadwal,2025-11,59,300
Telangana,Jogulamba Gadwal,2025-12,106,471
Telangana,K.V. Rangareddy,2025-01,8520,46229
Telangana,K.V. Rangareddy,2025-02,565,2883
Telangana,K.V. Rangareddy,2025-03,571,2898
Telangana,K.V. Rangareddy,2025-04,597,3464
Telangana,K.V. Rangareddy,2025-05,555,2553
Telangana,K.V. Rangareddy,2025-06,505,2286
Telangana,K.V. Rangareddy,2025-07,486,2176
Telangana,K.V. Rangareddy,2025-08,771,3728
Telangana,K.V. Rangareddy,2025-09,435,2491
Telangana,K.V. Rangareddy,2025-10,393,2296
Telangana,K.V. Rangareddy,2025-11,373,2013
Telangana,K.V. Rangareddy,2025-12,594,3566
Telangana,Kamareddy,2025-01,950,4327
Telangana,Kamareddy,2025-02,70,505
Telangana,Kamareddy,2025-03,59,431
Telangana,Kamareddy,2025-04,60,362
Telangana,Kamareddy,2025-05,83,522
Telangana,Kamareddy,2025-06,46,292
Telangana,Kamareddy,2025-07,60,469
Telangana,Kamareddy,2025-08,104,624
Telangana,Kamareddy,2025-09,72,474
Telangana,Kamareddy,2025-10,35,247
Telangana,Kamareddy,2025-11,35,271
Telangana,Kamareddy,2025-12,80,494
Telangana,Karimnagar,2025-01,2564,14999
Telangana,Karimnagar,2025-02,169,1432
Telangana,Karimnagar,2025-03,162,1371
Telangana,Karimnagar,2025-04,268,1861
Telangana,Karimnagar,2025-05,123,872
Telangana,Karimnagar,2025-06,179,1295
Telangana,Karimnagar,2025-07,116,781
Telangana,Karimnagar,2025-08,242,1863
Telangana,Karimnagar,2025-09,117,1182
Telangana,Karimnagar,2025-10,146,1293
Telangana,Karimnagar,2025-11,112,1011
Telangana,Karimnagar,2025-12,187,1966
